1999;1024365
2000;1027027.5
2001;1028738
2002;1029112
2003;1027925
2004;1026815.5
2005;1027054.5
2006;1027740
2007;1030291.5
2008;1034437
2009;1036915.5
2010;1036586.5
2011;1033622
2012;1029203.5
2013;1025425.5
2014;1022732
2015;1022059
2016;1023077.5
2017;1024543
2018;1025838
